text,reading_ease,adjective_count,adverb_count,noun_count,verb_count,label
wisconsin dead last midwest job creation,0.14084507042253522,0.2222222222222222,0.0,0.2,0.047619047619047616,1
running civil polite campaign,0.07042253521126761,0.2222222222222222,0.0,0.05,0.047619047619047616,2
federal government reviewed verified administration number showing wisconsin added job,0.36619718309859156,0.1111111111111111,0.0,0.25,0.19047619047619047,2
mitt romney drove canada family dog seamus strapped roof car,0.23943661971830987,0.0,0.0,0.4,0.09523809523809523,1
many founding father actively involved cockfighting,0.18309859154929578,0.1111111111111111,0.2857142857142857,0.05,0.19047619047619047,4
say state sen sheila harsdorf want eliminate medicare know,0.07746478873239437,0.0,0.0,0.25,0.19047619047619047,5
say bill nelson voted percent time barack obama,0.14084507042253522,0.0,0.0,0.30000000000000004,0.09523809523809523,1
say say climate change hoax perpetrated chinese,0.1619718309859155,0.1111111111111111,0.5714285714285714,0.1,0.42857142857142855,3
florida waiting list child care waiting list community care elderly,0.4084507042253521,0.1111111111111111,0.0,0.35000000000000003,0.14285714285714285,1
iraq study group reported saddam hussein design reviving nuclear program,0.29577464788732394,0.1111111111111111,0.0,0.35000000000000003,0.14285714285714285,4
ronald reagan raised national debt time,0.11267605633802817,0.1111111111111111,0.0,0.2,0.047619047619047616,0
number inmate since death row dying natural cause surpassed number inmate executed,0.35211267605633806,0.1111111111111111,0.14285714285714285,0.4,0.14285714285714285,0
quite frankly bush year spending multiplied obama year mess,0.323943661971831,0.2222222222222222,0.2857142857142857,0.25,0.14285714285714285,1
union say want eliminate tenure thats true,0.16901408450704225,0.1111111111111111,0.2857142857142857,0.15000000000000002,0.14285714285714285,2
charlotte anti discrimination ordinance would opened bathroom sex time hadnt overturned,0.323943661971831,0.0,0.0,0.30000000000000004,0.3333333333333333,4
eighty percent american people support approach federal budget problem includes revenue includes cut,0.323943661971831,0.3333333333333333,0.0,0.35000000000000003,0.14285714285714285,1
social security nothing federal deficit,0.16901408450704225,0.2222222222222222,0.0,0.15000000000000002,0.09523809523809523,3
percent gun seller responsible half gun used crime,0.3380281690140845,0.2222222222222222,0.0,0.30000000000000004,0.14285714285714285,2
pay fired milwaukee police officer,0.1267605633802817,0.1111111111111111,0.0,0.2,0.0,4
texas state gone longest without electing democrat statewide,0.18309859154929578,0.1111111111111111,0.14285714285714285,0.2,0.19047619047619047,0
say cnn reported ben carson taking break campaigning cruz campaign forwarded news volunteer,0.4084507042253521,0.1111111111111111,0.0,0.35000000000000003,0.2857142857142857,4
today raised poor youre likely stay poor year ago,0.23943661971830987,0.3333333333333333,0.42857142857142855,0.15000000000000002,0.19047619047619047,0
austin school district teacher lowest paid urban texas district lowest paid surrounding school district,0.3380281690140845,0.5555555555555556,0.0,0.45,0.047619047619047616,2
say clackamas county urban renewal debt oregon county combined,0.2112676056338028,0.3333333333333333,0.0,0.30000000000000004,0.14285714285714285,2
nasa scientist fudged number make hottest year overstate extent global warming,0.2535211267605634,0.3333333333333333,0.0,0.25,0.14285714285714285,5
university wisconsin system larger business state wisconsin,0.29577464788732394,0.1111111111111111,0.0,0.30000000000000004,0.047619047619047616,1
record congresswoman betty sutton ever holding single person town hall meeting open general public,0.16901408450704225,0.5555555555555556,0.14285714285714285,0.35000000000000003,0.09523809523809523,4
mark herring voted allow sex offender including rapist serve shorter sentence,0.2112676056338028,0.1111111111111111,0.0,0.25,0.23809523809523808,3
iraq second largest oilfield world behind saudi arabia,0.15492957746478875,0.2222222222222222,0.0,0.25,0.047619047619047616,1
say state mandated test come english company,0.15492957746478875,0.1111111111111111,0.0,0.15000000000000002,0.14285714285714285,1
say got twice much money sale county ground land milwaukee county executive scott walker willing accept,0.3943661971830986,0.3333333333333333,0.2857142857142857,0.4,0.23809523809523808,3
spend tax loophole annually trillion thats spend defense budget year medicare medicaid year,0.19014084507042253,0.1111111111111111,0.14285714285714285,0.45,0.09523809523809523,3
bush tax cut,0.04225352112676056,0.1111111111111111,0.0,0.1,0.0,4
half black worker country earn le hour,0.18309859154929578,0.2222222222222222,0.0,0.2,0.047619047619047616,1
sixteen million job created ronald reagan presidency,0.15492957746478875,0.1111111111111111,0.0,0.2,0.09523809523809523,0
barack obama health care plan cost taxpayer cover new person,0.2112676056338028,0.2222222222222222,0.0,0.35000000000000003,0.14285714285714285,3
john mccain led nonproliferation issue chance senate,0.22535211267605634,0.0,0.2857142857142857,0.30000000000000004,0.14285714285714285,0
say american polling show russian president vladimir putin percent approval rating,0.22535211267605634,0.2222222222222222,0.0,0.4,0.09523809523809523,0
pasco county school graduation rate substantially higher state average dropout rate state average,0.38028169014084506,0.2222222222222222,0.14285714285714285,0.5,0.047619047619047616,0
eighty five percent state united state electrocution abolished,0.22535211267605634,0.1111111111111111,0.2857142857142857,0.2,0.14285714285714285,1
say year american woman become pregnant rape incest,0.1971830985915493,0.2222222222222222,0.0,0.2,0.09523809523809523,2
rural virginia sen warner ran point ahead traditional democrat ahead senator kaine ahead governor mcauliffe,0.16901408450704225,0.2222222222222222,0.42857142857142855,0.45,0.047619047619047616,4
tell certainty capandtrade would devastating impact economy,0.3098591549295775,0.0,0.0,0.2,0.23809523809523808,4
say barack obama promised would cut deficit half didnt,0.15492957746478875,0.0,0.0,0.25,0.19047619047619047,0
old city philadelphiaused dozen club thats known two,0.36619718309859156,0.2222222222222222,0.2857142857142857,0.2,0.23809523809523808,1
china total control north korea,0.09859154929577466,0.2222222222222222,0.14285714285714285,0.15000000000000002,0.047619047619047616,3
fact clinton foundation got percent overhead percent money actually getting place,0.4366197183098592,0.0,0.14285714285714285,0.4,0.2857142857142857,4
since first year business last count moved california texas,0.3098591549295775,0.2222222222222222,0.0,0.2,0.14285714285714285,2
barack obama provided gun mexican drug cartel,0.15492957746478875,0.1111111111111111,0.0,0.25,0.09523809523809523,2
say chris koster fell silentas attorney general pursuing case free classified service accused promoting prostitution accepting campaign contribution people affiliated service,0.7183098591549296,0.2222222222222222,0.0,0.6000000000000001,0.3333333333333333,3
health care premium consumer doubled since,0.1267605633802817,0.0,0.0,0.2,0.09523809523809523,0
say le half state legal protection basis sexual orientation gender identity despite fact lgbt american report employment discrimination unemployment much higher rate average,0.7887323943661972,0.6666666666666666,0.0,0.7000000000000001,0.14285714285714285,1
gov romney republican governor supported policy would eliminated time limit welfare reform law allowed people stay welfare forever,0.5633802816901409,0.3333333333333333,0.0,0.55,0.2857142857142857,4
lt gov lee fisher ohio th country term getting money actually worker retraining,0.3380281690140845,0.1111111111111111,0.14285714285714285,0.35000000000000003,0.19047619047619047,4
im well aware medical marijuana recognized medical viable treatment sort pancreas pain condition,0.4084507042253521,0.4444444444444444,0.2857142857142857,0.25,0.14285714285714285,4
say rick perry recently said wanted another texas business tax,0.18309859154929578,0.0,0.14285714285714285,0.25,0.14285714285714285,5
two one margin rhode islander want ban assault weapon small percentage gun owner state le percent,0.4225352112676056,0.2222222222222222,0.14285714285714285,0.5,0.14285714285714285,1
right employer chance getting hit lightning prosecuted hiring undocumented worker change,0.1971830985915493,0.2222222222222222,0.2857142857142857,0.15000000000000002,0.42857142857142855,4
say mostly minority texas student enrolled failing school,0.15492957746478875,0.0,0.14285714285714285,0.2,0.19047619047619047,1
four state assembly democrat scored death blow northeast wisconsin economy killing hundred job potential bass pro shop near green bay,0.47887323943661975,0.3333333333333333,0.0,0.6000000000000001,0.14285714285714285,5
president campaigned type legislation,0.14084507042253522,0.0,0.0,0.15000000000000002,0.047619047619047616,0
one every three woman abortion lifetime,0.1267605633802817,0.0,0.0,0.15000000000000002,0.047619047619047616,2
barack obama left announced socialist united state senate,0.22535211267605634,0.2222222222222222,0.14285714285714285,0.25,0.09523809523809523,3
president worst record female labor force participation barack obama,0.2112676056338028,0.2222222222222222,0.0,0.35000000000000003,0.047619047619047616,3
two million latino poverty today president obamatook oath office le eight year ago,0.35211267605633806,0.2222222222222222,0.2857142857142857,0.35000000000000003,0.09523809523809523,2
social security trust fund already facing imminent bankruptcy,0.1971830985915493,0.3333333333333333,0.14285714285714285,0.2,0.047619047619047616,3
seven hundred thousand thats many california job lost thanks politician raising minimum wage florida adding one million job losing,0.13145539906103287,0.2222222222222222,0.42857142857142855,0.35000000000000003,0.42857142857142855,3
america wind power,0.035211267605633804,0.0,0.0,0.15000000000000002,0.047619047619047616,1
said big bank bailouts,0.08450704225352113,0.1111111111111111,0.0,0.1,0.047619047619047616,0
people constitutional right semiautomatic rifle,0.15492957746478875,0.2222222222222222,0.0,0.15000000000000002,0.09523809523809523,1
budget also reflects smallest state government workforce per resident florida century,0.35211267605633806,0.1111111111111111,0.14285714285714285,0.35000000000000003,0.047619047619047616,1
property tax increased percent four year chris christie,0.16901408450704225,0.0,0.0,0.30000000000000004,0.09523809523809523,1
come income tax wisconsin one best place country poor top worst middle income earner,0.4507042253521127,0.5555555555555556,0.14285714285714285,0.30000000000000004,0.14285714285714285,1
acorn could get billion tax dollar despite investigation voter registration fraud dozen state,0.15492957746478875,0.1111111111111111,0.0,0.45,0.14285714285714285,4
half pay pledge,0.04225352112676056,0.0,0.0,0.15000000000000002,0.0,2
year extending tax cut wealthy would add le deficit obama added stimulus one year,0.3943661971830986,0.1111111111111111,0.0,0.4,0.19047619047619047,3
collective net worth american taken trillion hit mainly due plummeting home value,0.08920187793427231,0.3333333333333333,0.14285714285714285,0.2,0.19047619047619047,0
average georgia family make le average family year ago inflation factored,0.4225352112676056,0.4444444444444444,0.2857142857142857,0.2,0.19047619047619047,0
weve seen federal support state diminish youve seen biggest job loss public sector teacher police officer firefighter losing job,0.49295774647887325,0.3333333333333333,0.14285714285714285,0.55,0.19047619047619047,1
say new start passed clinton secretary state treaty cutting russia nuclear arm,0.29577464788732394,0.4444444444444444,0.0,0.25,0.23809523809523808,2
say free public university tuition program paid tax wall street speculation,0.29577464788732394,0.2222222222222222,0.0,0.35000000000000003,0.14285714285714285,3
ohio rank th country putting dollar classroom,0.14084507042253522,0.1111111111111111,0.0,0.2,0.09523809523809523,1
say texas cut billion entire budget yet put billion public education put million health human service,0.1267605633802817,0.4444444444444444,0.2857142857142857,0.30000000000000004,0.14285714285714285,3
hillary clinton plan illegal immigrant convicted committing crime get stay,0.29577464788732394,0.2222222222222222,0.0,0.15000000000000002,0.23809523809523808,2
last several month review board headed two distinguished american mike mullen tom pickering investigated every element benghazi incident,0.5915492957746479,0.4444444444444444,0.0,0.4,0.23809523809523808,3
say governor came office billion dollar call mismanagement deficit,0.323943661971831,0.0,0.14285714285714285,0.25,0.19047619047619047,1
say president barack obama spent nearly trillion dollar make work government job,0.2112676056338028,0.0,0.14285714285714285,0.4,0.09523809523809523,4
among hispanic support immigration reform close universal,0.1971830985915493,0.1111111111111111,0.0,0.2,0.09523809523809523,1
say ted cruz ad got bull dozing house never bulldozed false advertising,0.07981220657276995,0.1111111111111111,0.14285714285714285,0.2,0.2857142857142857,2
wage adjusted inflation havent risen since turn last century,0.23943661971830987,0.1111111111111111,0.0,0.30000000000000004,0.047619047619047616,2
say percent people caught crossing mexico border said survey coming weve promised amnesty,0.14084507042253522,0.0,0.0,0.35000000000000003,0.38095238095238093,2
weve brought trade case china nearly twice rate last administration,0.2112676056338028,0.1111111111111111,0.2857142857142857,0.30000000000000004,0.047619047619047616,2
started health care debate year ago percent american people health insurance percent percent happy,0.47887323943661975,0.2222222222222222,0.2857142857142857,0.5,0.14285714285714285,1
obama said would unilaterally renegotiate north american free trade agreement,0.22535211267605634,0.3333333333333333,0.14285714285714285,0.15000000000000002,0.14285714285714285,1
received rating every conservative organization give rating,0.18309859154929578,0.1111111111111111,0.0,0.15000000000000002,0.09523809523809523,1
cost year keep child school cost year keep someone prison,0.29577464788732394,0.0,0.0,0.30000000000000004,0.19047619047619047,0
say republican rep charlie dent want kick freedom caucus republican conference voting conscience,0.15492957746478875,0.2222222222222222,0.0,0.30000000000000004,0.23809523809523808,4
offered medical care injury would give military information return john mccain said,0.1619718309859155,0.2222222222222222,0.0,0.30000000000000004,0.23809523809523808,4
literally teacher getting pink slip sequestration,0.2112676056338028,0.0,0.42857142857142855,0.15000000000000002,0.14285714285714285,3
last week three viewed television program weresunday night football thursday night football monday night football,0.2535211267605634,0.2222222222222222,0.0,0.55,0.09523809523809523,0
federal stimulus money expanding rail service,0.16901408450704225,0.1111111111111111,0.0,0.2,0.047619047619047616,0
georgia loses million dollar revenue people go state buy firework,0.1971830985915493,0.0,0.0,0.35000000000000003,0.14285714285714285,1
say bill hb would prevent use taxpayer dollar abortion,0.1971830985915493,0.0,0.0,0.30000000000000004,0.14285714285714285,4
barack obama hillary clinton changed position iraq war withdrawal follow chris dodd,0.3098591549295775,0.2222222222222222,0.0,0.4,0.14285714285714285,2
saturday night live executive producer lorne michael could put jail amendment making fun politician,0.38028169014084506,0.3333333333333333,0.0,0.4,0.19047619047619047,2
ohioan lost manufacturing job month september,0.18309859154929578,0.0,0.0,0.2,0.09523809523809523,1
mitch mcconnell voted harry reid infringe gun right,0.14084507042253522,0.0,0.0,0.30000000000000004,0.09523809523809523,5
roughly percent american dont health insurance half made year,0.35211267605633806,0.0,0.2857142857142857,0.30000000000000004,0.14285714285714285,4
need senator show work sherrod brown missed official vote,0.11267605633802817,0.2222222222222222,0.14285714285714285,0.1,0.19047619047619047,3
well young people ohio massachusetts california,0.18309859154929578,0.2222222222222222,0.2857142857142857,0.15000000000000002,0.047619047619047616,2
health care reform would bring deficit much trillion next two decade,0.23943661971830987,0.2222222222222222,0.14285714285714285,0.25,0.09523809523809523,2
mccain opposed stem cell research,0.056338028169014086,0.0,0.0,0.2,0.09523809523809523,4
austin lobbyist working municipality texas,0.2112676056338028,0.2222222222222222,0.0,0.2,0.09523809523809523,1
epa want hire new government regulator cost taxpayer billion,0.3098591549295775,0.1111111111111111,0.0,0.2,0.19047619047619047,4
cleveland police issued stand order officer,0.15492957746478875,0.0,0.0,0.2,0.14285714285714285,5
keystone pipeline creates permanent job construction according government report,0.3098591549295775,0.1111111111111111,0.0,0.30000000000000004,0.09523809523809523,0
victory republican vote endorse mark neumann first ballot gop convention,0.323943661971831,0.1111111111111111,0.0,0.35000000000000003,0.09523809523809523,4
florida investing record amount funding hiv aid prevention,0.1971830985915493,0.1111111111111111,0.0,0.30000000000000004,0.09523809523809523,3
four senator senior still older,0.08450704225352113,0.2222222222222222,0.2857142857142857,0.05,0.0,1
four mount rushmore independent one critical point career,0.2535211267605634,0.1111111111111111,0.0,0.25,0.047619047619047616,4
didnt go asking people join stand ground task force,0.16901408450704225,0.0,0.0,0.2,0.23809523809523808,4
rhode island export increased percent last two year,0.15492957746478875,0.1111111111111111,0.0,0.25,0.09523809523809523,0
giant company like toyota locate state passed right work law,0.23943661971830987,0.1111111111111111,0.42857142857142855,0.2,0.23809523809523808,4
mitt romney boast proud major candidate president sign tax pledge others,0.16901408450704225,0.3333333333333333,0.14285714285714285,0.35000000000000003,0.23809523809523808,1
voter registration group ranging across entire political spectrum filed state registering voter right,0.4084507042253521,0.3333333333333333,0.42857142857142855,0.25,0.23809523809523808,2
barack obama got campaign contribution fannie mae freddie mac member congress except democratic chairman committee oversees,0.49295774647887325,0.3333333333333333,0.14285714285714285,0.55,0.09523809523809523,1
brought crime anyone country maybe history country mayor new york city,0.4225352112676056,0.2222222222222222,0.14285714285714285,0.4,0.09523809523809523,3
planning group said meet anticipated traffic demand interstate austin round rock need dozen additional lane going north additional southbound lane,0.5633802816901409,0.4444444444444444,0.0,0.55,0.2857142857142857,2
united state developed country world without paid maternity leave,0.23943661971830987,0.3333333333333333,0.0,0.2,0.14285714285714285,1
voucher school closed day year collected million taxpayer subsidy since first opening,0.14788732394366197,0.1111111111111111,0.14285714285714285,0.30000000000000004,0.09523809523809523,1
say youtube video show thomas dimassimo man rushed trump ohio rally dragging american flag ground like piece garbage,0.47887323943661975,0.2222222222222222,0.14285714285714285,0.45,0.2857142857142857,0
obama worked sen dick lugar republican help lock loose nuclear weapon,0.1056338028169014,0.3333333333333333,0.0,0.25,0.14285714285714285,0
united state spends billion free cell phone million moroccan pottery class pay travel expense watermelon queen alabama,0.22535211267605634,0.3333333333333333,0.0,0.55,0.047619047619047616,2
united state historic record high individual apprehended border country terrorist tie pakistan afghanistan syria,0.4647887323943662,0.4444444444444444,0.0,0.5,0.14285714285714285,5
home state since june created percent new job america,0.2535211267605634,0.2222222222222222,0.0,0.30000000000000004,0.0,1
say last year million health insurance rebate went state another million rebate sent summer averaging around buck,0.2183098591549296,0.1111111111111111,0.0,0.4,0.2857142857142857,2
say state budget provide increase state funding school year,0.1971830985915493,0.0,0.0,0.35000000000000003,0.14285714285714285,1
say estate tax many case force family farmer small business owner sell holding,0.3098591549295775,0.2222222222222222,0.0,0.45,0.09523809523809523,4
whether people keep insurance affordable care act,0.1971830985915493,0.1111111111111111,0.0,0.2,0.09523809523809523,2
spending billion latin america term aid assistance fraction spending iraq billion spent,0.20422535211267606,0.1111111111111111,0.0,0.30000000000000004,0.2857142857142857,1
weve introduced bill includes billion cut next week,0.1971830985915493,0.1111111111111111,0.0,0.2,0.09523809523809523,2
pay russian million astronaut send american space station,0.3380281690140845,0.0,0.14285714285714285,0.25,0.14285714285714285,1
gender gap support unique there huge gap republican presidential gubernatorial u senate election recent year,0.5352112676056339,0.4444444444444444,0.42857142857142855,0.4,0.23809523809523808,1
alabama massachusetts passed legislation allowing non citizen legal resident vote state local election,0.4507042253521127,0.3333333333333333,0.0,0.35000000000000003,0.19047619047619047,4
across country half attorney seat remain without prosecutor chosen obama,0.1267605633802817,0.1111111111111111,0.0,0.30000000000000004,0.09523809523809523,3
red sox waited long year win world series,0.14084507042253522,0.2222222222222222,0.0,0.2,0.09523809523809523,4
largest tax increase ever state business margin tax signed governor,0.36619718309859156,0.2222222222222222,0.14285714285714285,0.35000000000000003,0.23809523809523808,4
say tom ganley sued time fraud discrimination judge called tom ganleys business practice deceptive unconscionable,0.4366197183098592,0.4444444444444444,0.0,0.45,0.23809523809523808,1
recall election wisconsin governor would cost million million may already allocated merit raise teacher health care poor school book kid,0.16431924882629106,0.1111111111111111,0.14285714285714285,0.5,0.2857142857142857,2
